종목	코드	현재가	시가총액	PER	E_PER	PBR	ROE	배당수익률
EG	037370	8020	606			1.92	-2.22	
파라텍	033540	6070	1,094			1.99	-42.64	
안랩	053800	56100	5,598	29.24		2.36	9.57	1.61
예림당	036000	2345	540			0.25	-7.39	
기가레인	049080	1140	593			2.16	-95.33	
필로시스헬스케어	057880	1450	680			2.64	-109.36	
선바이오	067370		924					
에스티큐브	052020	10800	3,201			10.28	-35.69	
다산네트웍스	039560	7660	2,467	147.88		1.50	12.83	
한스바이오메드	042520	22500	2,183	28.94	20.00	2.91	13.54	0.54
케이알피앤이	060900	972	1,175			5.07	-55.07	
삼천리자전거	024950	9210	1,215			1.39	-9.21	
TJ미디어	032540	2750	383	11.22		0.49	1.15	1.82
크린앤사이언스	045520	24150	1,670	20.58		3.76	20.57	1.17
휴맥스홀딩스	028080	2470	321	5.50		0.18		
전파기지국	065530	5800	3,008	145.90		3.75	2.96	0.88
경남제약	053950	8590	1,451			2.37	6.79	
우리조명	037400	1045	262	32.81		0.34	1.69	
블루콤	033560	4340	779	27.42		0.47	1.09	
파인디앤씨	049120	1720	457			1.38	-8.43	1.44
아비코전자	036010	4550	606			0.59	-4.76	1.53
멕아이씨에스	058110	21900	1,344			16.27	-31.40	
아스트	067390	4485	1,202			0.63	-0.50	
이에스에이	052190	295	135			0.39	-69.15	
HDC아이콘트롤스	039570	9090	1,498			0.89	4.69	3.85
새로닉스	042600	3000	377			0.45	-2.43	1.32
한라홀딩스	060980	32350	3,477	8.47	10.00	0.39	3.93	6.02
KPX케미칼	025000	49400	2,401	5.89		0.51	9.04	5.04
황금에스티	032560	6000	871	4.14		0.33	10.22	1.61
에이텍	045660	14450	1,177	16.82		1.49	8.83	0.70
동아지질	028100	16200	1,898	9.96		0.96	11.65	1.21
녹원씨엔아이	065560	5500	888			1.20	-12.60	
오상자이엘	053980	11600	2,014			5.29	-33.88	
희림	037440	3905	546	14.85		0.93	7.01	3.83
럭슬	033600	179	73			0.23	-62.70	
셀루메드	049180	5980	1,455			28.08	-236.04	
KTH	036030	5510	2,025	141.75		0.99	0.69	
아리온	058220	275	107			0.53	-34.27	
엔브이에이치코리아	067570	2420	718	7.22		0.47	7.06	2.06
iMBC	052220	2185	499	23.33		0.96	4.17	
화성밸브	039610	5790	645	24.80		0.89	4.33	
대우조선해양	042660	18400	20423	2,381.25	6.00	0.51	8.97	
알에프텍	061040	6880	1,502			1.08	-1.42	
시노펙스	025320	2900	2,108	33.01		2.53	8.27	
피델릭스	032580	1930	500			1.38	-3.72	
GV	045890	1325	633			1.70	-91.08	
GS홈쇼핑	028150	124500	8,151	7.44	8.00	0.65	8.95	5.23
삼영이엔씨	065570	6220	550			0.73	-11.79	
한국컴퓨터	054040	2580	408	5.38		0.41	8.40	5.12
삼지전자	037460	10350	1,697	12.25		0.80	7.12	1.35
위지트	036090	675	562	16.73		0.72	4.20	
네패스	033640	33350	7,633	24.96		3.65	10.72	0.82
코메론	049430	7410	673	4.98		0.44	10.01	2.69
KNN	058400	1290	1,715	25.90		0.89	4.17	1.54
에이치엘비생명과학	067630	18900	8,873			2.88	-2.75	
한류타임즈	039670	917	549			5.84	-184.06	
SK바이오랜드	052260	42650	6,338	58.44		4.07	7.12	0.83
두산인프라코어	042670	5500	11,241	5.50	6.00	0.47	8.06	
대성엘텍	025440	871	883			2.29	-24.15	
화일약품	061250	9220	1,562	40.86		1.24	2.90	1.38
유비케어	032620	10950	5,559	81.92		5.27	8.64	0.38
삼성물산	028260	99500	188,756	17.20	17.00	0.80	4.60	1.98
코아시아	045970	10650	2,796	57.88		1.91	5.82	0.55
농우바이오	054050	10350	1,731	19.78		0.74	3.05	1.85
LG헬로비전	037560	4430	3,446		14.00	0.36	2.54	1.68
제낙스	065620	3190	790			48.33	-200.15	
아주캐피탈	033660	12850	7,481	7.37		0.90	12.95	5.00
SGA	049470	752	372			1.32	-48.41	
SCI평가정보	036120	3475	1,250	25.51		5.62	25.41	1.96
제이웨이	058420	1385	300			2.24	-26.42	
로지시스	067730	3735	357			2.28	-6.13	1.57
한국정보공학	039740	3080	247	13.81		0.61	4.53	
W홀딩컴퍼니	052300	290	657			0.68	-20.04	
한미반도체	042700	9990	5,057	21.03		2.21	8.85	1.02
SJM홀딩스	025530	2720	409	8.33		0.25	3.32	6.39
엘비세미콘	061970	7590	3,293	10.11		2.20	24.47	0.67
LG유플러스	032640	13250	58,069	12.86	11.00	0.82	7.47	3.01
코다코	046070	2195	857			2.81	-55.81	
에이치엘비	028300	104500	45,268			24.11	-22.76	
KT&G	033780	85900	117,934	11.16	11.00	1.31	12.48	5.12
삼진엘앤디	054090	3065	774	124.00		0.79	0.63	2.42
오픈베이스	049480	3600	1,134	72.20		1.73	2.46	0.42
메디프론	065650	3950	1,462			6.62	-9.64	
라이브파이낸셜	036170	1600	620			0.68	-16.79	
포스코강판	058430	11600	702	16.71		0.32	1.23	3.42
세진티에스	067770	2625	223			0.58	-5.49	
오로라	039830	10000	1,087	28.86		0.98	3.62	1.98
코텍	052330	9280	1,470	4.78		0.44		4.24
상지카일룸	042940	1930	844			1.80	-11.48	
한국단자	025540	36400	3,921	10.58		0.55	4.55	1.86
티엘아이	062860	5080	498	107.23		0.58	2.00	1.98
광주신세계	037710	142500	2,256	4.73		0.34	7.44	2.48
소프트센	032680	2480	823			2.56	-9.79	
한일네트웍스	046110	4515	541	7.68		0.80	10.85	5.08
팬오션	028670	3495	18,924	13.26	14.00	0.62	4.65	
스카이문스테크놀로지	033790	829	142			0.70	-47.47	
유아이엘	049520	4200	919	17.88		0.53	4.92	9.48
중앙오션	054180	1245	403			1.66	-9.76	
안트로젠	065660	53100	5,397			8.20	-6.51	
에이프런티어	036180	1205	212			0.90		
일야	058450	840	269			1.56		
세이브존I&C	067830	2355	969	5.39		0.20	5.04	1.27
디오	039840	28200	4,409	21.60	17.00	2.87	16.50	
코나아이	052400	13050	2,030			2.25	-5.96	
한국선재	025550	2875	706	27.17		0.76	2.95	
큐브앤컴퍼니	043090	2270	692			3.11	-39.36	
피피아이	062970	9550	891	28.31		3.97	15.85	
쎄니트	037760	1970	668	31.85		0.92	2.95	1.52
삼진	032750	9130	569	4.70		0.74	17.15	2.11
오르비텍	046120	3175	753	75.36		1.08	1.47	
케이씨	029460	20400	2,677	5.31		0.55	12.38	1.27
티비씨	033830	921	913	17.23		0.79	5.13	1.75
잉크테크	049550	3525	564			1.57	-7.52	
이랜텍	054210	4235	942	7.50		0.57	7.92	2.33
우주일렉트로	065680	16850	1,738	14.74		0.77	6.37	1.71
금화피에스시	036190	27650	1,623	6.04		0.69	11.87	4.81
리노공업	058470	103300	15,700	26.26	25.00	5.22	19.38	1.16
와이엔텍	067900	12450	2,284	11.18		1.64	17.11	
나노엔텍	039860	8050	2,147	36.88		5.20	15.10	
오성첨단소재	052420	2635	1,633	9.94		0.94	9.68	
엘컴텍	037950	2140	1,807	164.62		2.44	1.50	1.64
솔고바이오	043100	392	226			0.68	-44.62	
게임빌	063080	27700	1,880	13.86	10.00	0.73	7.27	
미래산업	025560	82	691			1.04	-12.97	
엠젠플러스	032790	4075	739			3.09	-90.55	
SBS콘텐츠허브	046140	5860	1,253	224.62		0.81	4.83	
바른테크놀로지	029480	616	380			1.68	-38.67	
재영솔루텍	049630	829	608	11.75		1.09	12.79	
무학	033920	6420	1,818	7.67		0.34	4.64	
비츠로시스	054220	485	254			0.43	-158.62	
파커스	065690	2245	318			0.36	-4.06	6.59
유니셈	036200	6870	2,058	8.43		1.46	18.57	0.75
이글루시큐리티	067920	4775	523	20.41		0.92	4.26	2.94
슈펙스비앤피	058530	312	343			0.57	-45.34	
리노스	039980	1330	550			0.75	-0.59	
바텍	043150	24550	3,639	10.74	11.00	1.46	12.95	0.41
종근당바이오	063160	33450	1,808	14.52		1.11	10.52	0.58
아이크래프트	052460	4250	735			2.01	-0.69	
제이준코스메틱	025620	2900	980			1.42	-93.55	
파나진	046210	3660	1,157	33.03		5.72	19.20	
판타지오	032800	974	709			2.91	-50.53	
제일테크노스	038010	3585	316	7.53		0.38	5.58	2.56
신도리코	029530	26200	2,641	46.87		0.30	1.66	3.82
고려신용정보	049720	6100	878	12.85		4.17		4.07
서호전기	065710	20200	1,040	6.79		1.39	22.33	5.94
팬스타엔터프라이즈	054300	823	433	118.29		1.01	2.07	
도이치모터스	067990	7890	2,193	3.84		0.88	13.04	
두산중공업	034020	3950	10050			0.43	-14.73	
이매진아시아	036260	2220	972			7.99	-102.33	
에스피지	058610	6170	1,307	15.57		0.92	5.76	1.60
	054340							
누리텔레콤	040160	6760	803	9.05		1.13	13.73	0.75
파루	043200	2540	973	193.85		1.99	1.12	
한네트	052600	4020	483	42.60		1.38	3.19	2.39
서울옥션	063170	4330	733			1.00	-9.25	
백금T&A	046310	3195	497	26.76		1.20	4.52	1.57
한솔홈데코	025750	982	790			0.51	-2.89	
동원F&B	049770	204000	7,815	12.11	11.00	1.13	9.98	1.48
삼성카드	029780	29300	34,294	9.97	10.00	0.46	5.99	5.41
우리기술	032820	815	831			2.43	-33.29	
루멘스	038060	1885	890			0.73	-41.78	
제이콘텐트리	036420	30950	5,088		133.00	1.63	1.14	
CS	065770	2475	469			2.16	-2.34	
SBS	034120	17600	3,258	35.84	24.00	0.56	2.27	0.84
팬엔터테인먼트	068050	4285	587	31.87		1.21	2.40	
엠게임	058630	4570	887	11.18		2.21	21.89	
케이피티유	054410	3600	180			0.55	-2.35	
YTN	040300	1830	773	21.65		0.42	-0.78	0.54
에이치엘비파워	043220	1460	1,317	65.68		3.16	3.56	
제일바이오	052670	7960	1,194	284.29		3.04	6.67	
코엔텍	029960	9960	4,995	20.68		3.26	14.26	5.41
한국정보통신	025770	11400	4,306	20.35		2.10	12.70	
삼성생명	032830	44850	92,200	9.43	9.00	0.23	2.94	5.75
삼화네트웍스	046390	1505	652	35.95		1.70	2.08	
우진플라임	049800	3315	336			0.62	-22.80	
SM Life Design	063440	1720	777			1.59	-6.08	
한국가스공사	036460	27900	26,355	58.03	9.00	0.30	3.78	1.33
다원시스	068240	16850	4,538	105.31		2.13	8.25	0.59
서린바이오	038070	11250	896	9.43		1.44	15.67	0.84
LG디스플레이	034220	10250	37,392		-6.00	0.33	-5.70	
세아홀딩스	058650	70200	2,808	7.01		0.14	1.58	3.20
바이오빌	065940	1635	719			5.74	-111.07	
텔레칩스	054450	8830	1,210	14.55		1.09	7.62	1.34
큐로컴	040350	2215	2,537			5.16	-33.26	
한전기술	052690	16500	6,364	28.56		1.31	5.19	1.86
성호전자	043260	617	220			0.52	-12.14	
KG모빌리언스	046440	9270	3,607	15.46		1.19	14.34	2.15
제일기획	030000	16700	19,499	14.01	13.00	1.93	15.23	4.84
이구산업	025820	1545	523			0.52	-3.26	1.92
비트컴퓨터	032850	12250	1,995	34.38		4.07	15.57	0.51
승일	049830	9400	584			0.40	-0.41	
한국전자금융	063570	7650	2,650	58.79		1.50	12.93	1.42
셀트리온	068270	215000	290794	85.72	58.00	9.95	16.41	
대성미생물	036480	14400	549	19.01		1.54	8.37	0.59
파라다이스	034230	14500	13,596	90.06	-39.00	1.01	-2.78	0.67
에코플라스틱	038110	1260	323			0.29	-0.75	2.38
다스코	058730	5450	852			0.68	1.51	
삼영엠텍	054540	3805	493	13.70		0.62	4.57	2.63
정상제이엘에스	040420	6420	1,003	22.15		1.65	6.93	6.72
웰크론	065950	6850	1,920			3.12	-9.08	
아모텍	052710	23600	2,299	637.84	46.00	1.16	2.50	
케이맥	043290	1480	544			1.21	-21.99	
서울반도체	046890	13000	8,279	23.99	25.00	1.23	4.98	1.10
NICE평가정보	030190	20100	11,930	29.24		5.24	18.27	1.17
남해화학	025860	7680	3,825	23.84		0.85	3.74	0.78
글로스퍼랩스	032860	232	170			0.81	-18.23	
미래컴퍼니	049950	33000	2,739	22.90		2.17	11.06	0.65
이엘피	063760	8840	441	10.83		0.61	5.98	1.34
SK머티리얼즈	036490	172000	18,121	14.14	13.00	3.45	27.24	2.24
삼성출판사	068290	22150	2,225	139.06		2.47	5.49	0.45
신세계건설	034300	23000	926	5.29		0.47	8.91	3.46
팍스넷	038160	862	106			0.75	-108.24	
CMG제약	058820	4230	5,833	175.00		3.24	2.15	
SG&G	040610	1395	481	35.25		0.20	0.56	
APS홀딩스	054620	8460	1,748			0.73	-1.22	
한프	066110	480	253			0.83	-76.10	
아이톡시	052770	4460	325			6.34	98.30	
에쎈테크	043340	1405	1,004			3.62	-1.71	
우원개발	046940	6610	1,220	8.21		1.45	19.50	
KT	030200	24350	64,103	10.75	9.00	0.44	5.31	4.48
신라에스지	025870	9710	383	52.64		2.42	4.79	
에프앤리퍼블릭	064090	500	384			1.19	-99.99	
쎌바이오텍	049960	16200	1,546	19.28		1.15	6.91	3.65
원익	032940	3500	639	1.36		0.56	50.98	
일신바이오	068330	2350	1,044	18.73		2.45	12.26	0.30
S&T홀딩스	036530	15000	2,446	3.21		0.28	8.78	3.33
NICE	034310	21650	8,258	28.27		1.20	9.42	1.05
마크로젠	038290	34200	3,581			2.94	-3.03	
아이씨디	040910	15500	2,732	15.32	6.00	1.69	27.31	0.96
KTcs	058850	1850	794	10.69		0.49	4.72	4.30
하츠	066130	6700	860	33.60		0.98	2.90	0.45
에이디칩스	054630	905	403			1.36	-46.50	
액토즈소프트	052790	9290	1,053	5.07		0.86	19.76	
디지아이	043360	2120	191			0.41	-7.24	
우리로	046970	1950	521			1.72	-26.37	
SK렌터카	068400	10200	3,666	12.65		0.99	5.51	
농심홀딩스	072710	80800	3,752	8.43		0.40	4.03	2.47
홈캐스트	064240	3595	1,191			1.69	-13.86	
옵트론텍	082210	5290	1,267	12.05		1.08	13.21	0.56
휘닉스소재	050090	560	469			1.49	-7.12	
에이블씨엔씨	078520	9440	2,590			1.01	-3.94	
차바이오텍	085660	21050	11,021	22.44		2.87	13.17	
인천도시가스	034590	24450	1,067	9.97		0.54	5.87	5.12
케이씨티	089150	3405	596	69.50		1.62	2.26	1.73
UCI	038340	2915	962			2.62	-37.16	
KTis	058860	2105	731	7.95		0.42	5.60	4.29
디아이씨	092200	1930	751			0.48	-33.70	
큐에스아이	066310	18400	1,507	118.95		2.74	2.08	0.28
아이앤씨	052860	4000	707	12.27		1.25	11.21	2.48
평화정공	043370	5970	1,264	4.00		0.22	3.45	2.99
미래나노텍	095500	2610	637	73.06		0.32	0.56	
율호	072770	1595	579			2.41		
셀트리온제약	068760	87800	32,047	372.92		11.43	3.13	
젬백스	082270	24000	9,403			9.67	-3.32	
다날	064260	4050	2,666	9.59		1.22	13.96	
모바일리더	100030	19200	649			1.75	-5.58	
두올산업	078590	4005	2,947			2.93	-23.79	
뉴프렉스	085670	1515	330			0.68	-17.75	
일진전기	103590	2630	983	27.32		0.32	1.19	
THE E&M	089230	602	762			1.07	-8.82	
레드캡투어	038390	12750	1,121	5.04		0.66	14.22	6.13
전진바이오팜	110020	5070	247			8.51	-42.96	
KEC	092220	797	936			0.45	-8.99	
아나패스	123860	23400	2,345			4.25	-35.69	0.43
우리들휴브레인	118000	2745	975			2.66	-17.72	
이퓨쳐	134060	6550	311	18.19		1.60	9.72	
AJ네트웍스	095570	3850	1,803			0.58	15.18	7.79
씨앗	103660		59					
동양생명	082640	3105	4,994	4.33	5.00	0.19	3.91	7.43
DMS	068790	5800	1,333	5.23		0.72	10.88	1.30
메가스터디	072870	10450	1,264	9.97		0.47	4.83	4.24
비아트론	141000	9100	1,098	22.88		0.83	12.21	
하이골드3호	153360	1330	216					
삼강엠앤티	100090	4455	1,216			0.87	10.43	
대주전자재료	078600	29650	4,701	651.02		5.68	7.34	
알티캐스트	085810	1345	287			0.45	-35.68	
HDC현대EP	089470	3980	1,270	13.82		0.40	4.66	3.02
크리스에프앤씨	110790	19150	2,238	10.75		1.02	11.77	2.09
KPX홀딩스	092230	44050	1,861	5.42		0.29	5.55	5.90
한국자산신탁	123890	2660	3,347	3.73		0.50	14.21	6.74
모트렉스	118990	3800	1,465			1.21	-32.63	
테스	095610	23550	4,547	60.85	17.00	2.07	12.08	1.30
미원화학	134380	50000	1,102	7.31		0.97	14.07	2.00
우양	103840	5140	674	18.52		2.13	18.93	
빛샘전자	072950	5750	326	18.19		0.56	3.46	1.84
코스나인	082660	1520	325			1.97	-210.68	
포티스	141020	108	188			0.29	-96.01	
디지털대성	068930	7380	1,688	11.27		1.74	19.70	4.02
네이블	153460	5150	334			1.37	-1.54	
뷰웍스	100120	35800	3,556	13.48		2.13	15.57	1.12
네오티스	085910	3545	389	28.70		0.86	3.13	7.08
코렌	078650	1215	550			1.04	-21.00	
에이티세미콘	089530	628	521			1.41	-26.47	
디아이티	110990	7330	1,400	17.48		0.80	7.85	2.70
현우산업	092300	2815	432	18.55		0.56	3.05	3.55
아이티센	124500	5910	1,165	72.22		2.33	1.06	
포메탈	119500	2800	338	14.57		0.75	5.00	2.10
디엠티	134580	1765	199			0.78	-16.18	
네오위즈	095660	24050	5,292	21.88	11.00	1.60	13.03	
대성파인텍	104040	1380	430	22.18		0.78	2.33	
에이치시티	072990	11350	797	12.98		1.59	12.94	0.26
HSD엔진	082740	3480	1,232		10.00	0.65	6.34	
바이오톡스텍	086040	8680	1,260			4.17	-5.15	
맥스로텍	141070	1250	400			1.31	-31.86	
아이씨케이	068940	3160	971			6.33	0.05	
동국S&C	100130	3765	2,206	15.14		0.82	3.69	2.59
우리이앤엘	153490	966	481	9.94		0.77	8.26	
제주항공	089590	18700	4,929		-2.00	1.51	-76.13	
호전실업	111110	11150	880	33.64		0.72	2.26	2.27
기신정기	092440	3280	988	7.47		0.42	6.58	4.43
아이오케이	078860	1500	754			0.78	-9.07	
태웅로직스	124560	4375	773	6.95		2.44	25.81	1.14
인터로조	119610	24800	2,937	16.73	13.00	2.18	15.53	1.16
화진	134780	3060	736			10.07	-104.38	
NHN벅스	104200	5210	773	17.14		1.02	6.90	
제넥신	095700	73100	17,554			5.91	-14.47	
루미마이크로	082800	1830	2,350			2.03		
케이에스피	073010	1350	487	29.89		2.13	7.47	
웹젠	069080	19550	6,868	17.41	14.00	1.67	13.25	
비상교육	100220	7620	996	8.82		0.44	5.36	3.26
진바이오텍	086060	5920	506	60.00		1.08	1.79	0.51
옵티팜	153710	9930	1,422			3.99	-1.85	
레고켐바이오	141080	51700	5,590	45.85		5.48	12.06	
나스미디어	089600	31000	2,710	13.14	13.00	1.86	13.94	2.13
아모그린텍	125210	15600	2,532	140.83		6.62	41.25	
한라IMS	092460	6000	704	15.97		0.83	5.54	1.67
남화산업	111710	12850	2,687	90.00		2.00	2.30	0.38
가온미디어	078890	6220	950	5.66		0.57	12.08	1.56
KC코트렐	119650	5280	689	35.57		0.91	2.52	0.57
시디즈	134790	42050	833	10.66		2.18	27.34	0.72
웅진씽크빅	095720	2475	2,906			0.69	2.40	12.54
디와이피엔에프	104460	9750	1,056	4.99		1.37	36.00	3.55
우리바이오	082850	1095	508	10.87		0.53	5.00	
다이노나	086080		581					
에스모	073070	586	653			1.30	-92.90	
비나텍	126340		923					
럭스피아	092590		52					
진양홀딩스	100250	2340	1,322	8.73		0.42	4.98	7.19
지오씨	135160		220					
코스온	069110	5550	1,041			1.17	-4.95	
아시아종묘	154030	4590	441			2.67	-24.64	
유니트론텍	142210	5830	669	11.55		1.35	7.26	1.70
제이티	089790	6790	693	14.80		2.31		
영원무역	111770	30700	13,648	8.21	8.00	0.73	8.80	1.30
GS	078930	37900	35,958	75.00	8.00	0.43	4.92	4.91
아이텍	119830	7220	771			1.34	-18.93	
네추럴FNP	086220		290					
티케이케미칼	104480	2210	2,000	21.15		0.70		
에스에너지	095910	4875	670			0.63	-7.92	1.00
비츠로셀	082920	15450	3,349	14.91		2.30	15.34	0.64
현대에이치씨엔	126560	4740	5,294	14.00		0.70	4.91	1.28
엘엠에스	073110	10650	947	8.53		0.58	9.16	2.35
앤씨앤	092600	2390	501			1.28	-15.64	
하림	136480	3010	3,186			1.22	-14.52	
누리플랜	069140	4625	267			1.07	-15.42	
머큐리	100590	10800	1,587	68.04		2.24	3.36	
녹십자엠에스	142280	9670	2,082			4.19	-49.93	
솔루에타	154040	2380	309			0.48	-4.10	
유비벨록스	089850	6750	492	7.67		0.61	8.11	
지엔씨에너지	119850	4890	788	17.65		0.95	11.13	1.03
지와이커머스	111820	2465	603			30.43	-210.70	
코드네이처	078940	2080	605			2.88	-20.98	
이노와이즈	086250	1405	433			0.94	-30.95	
코렌텍	104540	8350	872	27.02		3.00	9.28	
이트론	096040	172	598			0.91		
엘오티베큠	083310	12300	1,622	18.87		1.17	1.51	
코프라	126600	3025	663	7.06		0.58	8.50	2.23
듀오백	073190	2175	260			0.88	-9.87	
네오팜	092730	36950	3,176	15.87	16.00	2.86	17.72	1.94
선진	136490	9810	2,345	8.58		0.71	8.40	0.51
휴켐스	069260	17200	7,072	10.05	10.00	1.02	10.11	5.78
서암기계공업	100660	4805	626	40.08		1.02	3.59	1.01
와이엠씨	155650	12000	2,377			2.77	27.49	
바이오리더스	142760	8210	1,564			6.05	-118.55	
동북아12호	083370	5030	80					
다나와	119860	28450	3,615	14.97	14.00	3.18	21.57	1.45
현대글로비스	086280	107000	41,062	7.37	8.00	0.88	11.12	3.20
와토스코리아	079000	4730	352	11.87		0.48	4.23	4.09
	083380							
삼본전자	111870	1655	1,077			0.89	-14.38	
코세스	089890	6620	1,105	17.68		3.95	25.95	
노랑풍선	104620	14200	677			1.20	-3.44	1.41
화신정공	126640	1120	406	10.62		0.50	4.39	2.69
청담러닝	096240	19750	1,543	19.38		2.07	19.36	4.97
동양피스톤	092780	4010	537	5.53		0.50	9.72	2.94
금호타이어	073240	2975	8,632			0.67	-3.29	
쎄미시스코	136510	9840	532			2.03	-20.51	
유아이디	069330	1055	125			0.75		
DSR	155660	3950	680	7.66		0.44	5.83	1.18
세운메디칼	100700	3260	1,443	15.25		1.50	10.44	1.52
아이디스	143160	25250	2,743	143.82		1.73	1.26	0.98
베트남개발1	096300	300	410					
조선선재	120030	75800	956	7.46		0.73	12.02	1.97
유니테스트	086390	15700	3,244	12.71		1.96	17.63	1.63
위메이드	112040	33150	5,468	353.80	29.00	2.23	7.94	1.84
CJ CGV	079160	22450	4,973		-5.00	3.02	-47.85	
하이비젼시스템	126700	10400	1,584	18.86		1.18	12.23	0.47
에이피티씨	089970	9800	2,358	11.94		3.38		
한국철강	104700	4380	2,151	11.28		0.30	5.66	4.28
이노와이어리스	073490	53900	3,625	18.49	18.00	3.67	21.59	0.47
바다로19호	155900	2600	396					
엑시콘	092870	9500	891			1.21	-6.82	0.68
윈스	136540	17350	2,114	11.24		1.70	15.87	2.01
그린케미칼	083420	3720	890	12.88		0.81	5.17	4.36
KC산업	112190		177					
엔텔스	069410	10750	735	36.10		1.70	4.91	
미래에셋벤처투자	100790	3170	1,458	10.23		0.95	10.18	3.89
핸즈코퍼레이션	143210	6100	1,351	19.68		0.41	2.13	2.10
대창솔루션	096350	310	500			0.73	-8.25	
동국제약	086450	100200	8,741	14.73		2.36	16.95	0.81
큐엠씨	136660		321					
코오롱인더	120110	30950	8,647	5.50	5.00	0.45	8.50	2.81
한창산업	079170	5280	280	23.85		0.53	2.24	2.04
원익머트리얼즈	104830	25000	3,240	10.44	10.00	1.03	9.91	0.58
상아프론테크	089980	15700	2,534	19.66		1.73	9.11	0.98
뉴로스	126870	2660	601			0.96	-41.14	
LF	093050	13050	3,860	5.71		0.32	4.43	3.79
에프알텍	073540	4660	530			1.70	-5.28	
엘앤케이바이오	156100	4260	522			1.77	-32.31	
GST	083450	20000	1,803	7.07		1.62	27.29	1.03
에스엔피제네틱스	086460		45					
에스에프씨	112240	1815	798			1.10	-13.41	
S&TC	100840	17000	1,276	5.55		0.48		4.71
대호에이엘	069460	2645	741			2.80	-12.62	
사람인에이치알	143240	26100	3,031	11.99		2.60	25.35	2.23
씨젠	096530	114400	29,985	54.20	21.00	16.16	74.81	0.09
피엔티	137400	12750	2,651	292.05		2.72	27.16	
에스에이티이엔지	158300		212					
대정화금	120240	14200	1,008	16.61		0.83	5.15	2.11
EMW	079190	2780	884	23.17		2.86	13.44	
케이엔더블유	105330	8880	525			1.52	-17.21	
평화산업	090080	1270	719			2.15	-25.93	
제이엔케이히터	126880	4980	1,149	12.85		1.24	10.11	
우리손에프앤지	073560	2195	1,551	36.72		0.85	2.32	1.12
빅솔론	093190	4695	920	9.58		0.55	6.57	3.97
이엠앤아이	083470	1895	387	0.18		7.26	-201.97	
에코프로	086520	25850	5,810	27.28		2.11	13.05	1.14
씨에스윈드	112610	38550	6,785	21.26	13.00	1.78	14.69	1.17
전우정밀	120780		155					
에스텍	069510	8780	966	6.13		0.48	8.21	6.78
상상인인더스트리	101000	950	605			2.39		
영우디에스피	143540	1865	606	3.78		1.66	-14.96	
알에프세미	096610	4390	361			0.70	-5.37	0.29
넥스트아이	137940	1405	1,076			1.33	-7.29	
스타모빌리티	158310	505	61			0.21	-34.08	
제우스	079370	10100	1,049	7.52		0.46	6.43	1.98
트루윈	105550	5770	706			2.85	-13.56	
광진윈텍	090150	2685	257	12.67		0.58	5.30	3.76
유니포인트	121060		86					
디엔에이링크	127120	4845	659			6.06	-89.64	
WI	073570	1410	991	68.00		2.54	10.23	
이아이디	093230	227	1,245	18.92		0.91	0.44	
에프엔에스테크	083500	11100	818	24.27		1.68	3.27	
라이트론	069540	5420	1,006	21.25		1.89	9.78	
비엠티	086670	8110	666	12.38		0.95	7.81	1.83
디젠스	113810	509	163			0.84	-14.22	
SBS미디어홀딩스	101060	1850	2,588			0.42	-16.34	
녹십자랩셀	144510	47250	5,045			11.45		0.05
에스코넥	096630	2085	1,364			1.36	-12.80	
제이씨케미칼	137950	5330	1,188	9.91		1.25	13.79	1.12
아톤	158430	32700	1,457			9.08	-40.57	
현대리바트	079430	14700	3,101	15.93		0.66	6.91	0.99
KB금융	105560	31350	135,138	4.10	5.00	0.33	7.45	6.80
노루페인트	090350	7430	1,504	8.14		0.48	7.32	3.66
골프존뉴딘홀딩스	121440	4385	1,906			0.42	-6.89	2.63
매직마이크로	127160	780	469			0.85	-23.47	
삼원테크	073640	2195	1,216			4.58	-9.72	
형지엘리트	093240	1245	389			0.63	-15.65	
케이엠	083550	21450	2,226	18.44		2.22	31.58	0.23
대웅제약	069620	101000	11,702	69.56		2.01	5.30	0.59
GKL	114090	14700	9,340	11.92	24.00	1.65	6.60	4.36
하나금융지주	086790	25600	80014	3.35	4.00	0.28	7.15	7.88
비티원	101140	3360	1,396	8.53		1.98	29.38	
코오롱머티리얼	144620	1770	1,215			1.72	-72.97	
멜파스	096640	1315	308			0.99		
메리츠금융지주	138040	10100	14,093	3.54		0.49	15.26	5.47
제로투세븐	159580	8210	1,645	17.62		2.22	12.96	
LIG넥스원	079550	31850	7,073	26.53	22.00	1.10	5.05	1.87
한세실업	105630	12950	5,360		17.00	1.32	7.83	3.73
	159650							
로보스타	090360	16250	1,618			1.68	-4.53	
아미노로직스	074430	1685	1,475			2.87	-2.29	
아시아경제	127710	1555	400	10.75		0.39	3.55	
나노신소재	121600	15850	1,763	40.32		1.90	6.35	0.74
인콘	083640	1095	900			1.48	-36.60	
한세엠케이	069640	3015	394			0.33	-35.15	
크루셜텍	114120	484	310			0.71	-70.97	
바이오솔루션	086820	25050	2,047			4.16	-1.44	
월덱스	101160	9770	1,575	7.31		1.61	24.22	0.52
케이아이엔엑스	093320	62900	3,060	20.34		3.51	19.07	0.80
뉴파워프라즈마	144960	3835	1,579	28.76		1.15	7.50	
에이루트	096690	1120	433	16.00		0.41	2.49	
신진에스엠	138070	4515	406	18.91		0.56	3.46	1.55
서산	079650	2540	527			0.75	-1.67	
스킨앤스킨	159910	431	590			1.48	-16.52	
