종목명	현재가	전일비	등락률	액면가	시가총액	배당금	PER	ROE	PBR	유보율	배당율
KBSTAR 중소형모멘텀로우볼	8,250	185	+2.29%	0	45	N/A	N/A	N/A	N/A	N/A	
ARIRANG 200동일가중	7,530	105	+1.41%	0	45	N/A	N/A	N/A	N/A	N/A	
TIGER MSCI KOREA ESG리더스	7,895	125	+1.61%	0	45	N/A	N/A	N/A	N/A	N/A	
진흥기업우B	5,190	100	+1.96%	500	44	N/A	51.39	N/A	7.66	N/A	
KBSTAR KQ모멘텀로우볼	9,715	280	+2.97%	0	44	N/A	N/A	N/A	N/A	N/A	
KBSTAR 중소형모멘텀밸류	8,740	210	+2.46%	0	44	N/A	N/A	N/A	N/A	N/A	
TIGER 대형가치	7,925	110	+1.41%	0	44	N/A	N/A	N/A	N/A	N/A	
한양증권우	8,300	210	+2.60%	5,000	44	N/A	4.96	N/A	0.37	N/A	
KOSEF 코스닥150선물	7,330	330	+4.71%	0	43	N/A	N/A	N/A	N/A	N/A	
TIGER 중소형가치	7,795	0	0.00%	0	43	N/A	N/A	N/A	N/A	N/A	
TIGER 증권	3,125	80	+2.63%	0	42	N/A	N/A	N/A	N/A	N/A	
KODEX 미국채울트라30년선물인버스(H)	6,915	15	-0.22%	0	41	N/A	N/A	N/A	N/A	N/A	
진흥기업2우B	13,900	100	-0.71%	500	41	N/A	137.62	N/A	20.52	N/A	
TIGER 200 생활소비재	10,215	50	+0.49%	0	41	N/A	N/A	N/A	N/A	N/A	
KBSTAR KQ모멘텀밸류	8,970	335	+3.88%	0	40	N/A	N/A	N/A	N/A	N/A	
JW중외제약2우B	44,400	700	+1.60%	2,500	40	N/A	-42.33	N/A	4.45	N/A	
KBSTAR 200건설	8,015	70	+0.88%	0	40	N/A	N/A	N/A	N/A	N/A	
KBSTAR 코스닥150선물인버스	6,615	290	-4.20%	0	40	N/A	N/A	N/A	N/A	N/A	
KODEX 밸류Plus	6,615	80	+1.22%	0	40	N/A	N/A	N/A	N/A	N/A	
ARIRANG ESG우수기업	7,190	110	+1.55%	0	40	N/A	N/A	N/A	N/A	N/A	
TIGER 지속배당	10,745	100	+0.94%	0	39	N/A	N/A	N/A	N/A	N/A	
흥국화재우	5,010	20	+0.40%	5,000	38	N/A	8.49	N/A	0.46	N/A	
KODEX MSCI EM선물(H)	7,655	265	+3.59%	0	38	N/A	N/A	N/A	N/A	N/A	
KBSTAR 200산업재	7,465	45	+0.61%	0	37	N/A	N/A	N/A	N/A	N/A	
KODEX 골드선물인버스(H)	7,460	125	-1.65%	0	37	N/A	N/A	N/A	N/A	N/A	
KBSTAR 200경기소비재	7,165	170	+2.43%	0	37	N/A	N/A	N/A	N/A	N/A	
KBSTAR 200중공업	6,840	190	+2.86%	0	37	N/A	N/A	N/A	N/A	N/A	
KBSTAR 200에너지화학	7,365	155	+2.15%	0	37	N/A	N/A	N/A	N/A	N/A	
TIGER 200 철강소재	5,400	0	0.00%	0	37	N/A	N/A	N/A	N/A	N/A	
코리아써키트2우B	4,635	45	-0.96%	500	36	N/A	11.17	N/A	0.37	N/A	
QV 레버리지 WTI원유 선물 ETN(H)	300	45	+17.65%	0	36	N/A	N/A	N/A	N/A	N/A	
흥국화재2우B	23,250	500	+2.20%	5,000	36	N/A	39.41	N/A	2.13	N/A	
KG동부제철우	65,100	1,500	-2.25%	5,000	35	N/A	-69.85	N/A	7.33	N/A	
유유제약2우B	21,000	250	+1.20%	1,000	34	N/A	28.61	N/A	1.68	N/A	
신원우	37,800	200	-0.53%	500	34	N/A	3,780.00	N/A	13.97	N/A	
노루홀딩스우	18,100	250	+1.40%	500	34	N/A	28.46	N/A	0.52	N/A	
KBSTAR 팔라듐선물인버스(H)	6,530	10	+0.15%	0	33	N/A	N/A	N/A	N/A	N/A	
TIGER 200 산업재	4,070	65	+1.62%	0	33	N/A	N/A	N/A	N/A	N/A	
마이티 코스피고배당	9,770	230	+2.41%	0	32	N/A	N/A	N/A	N/A	N/A	
TIGER 은행	5,525	85	+1.56%	0	32	N/A	N/A	N/A	N/A	N/A	
KBSTAR 200금융	6,390	120	+1.91%	0	32	N/A	N/A	N/A	N/A	N/A	
동양우	5,070	20	+0.40%	500	31	N/A	-2,535.00	N/A	1.25	N/A	
동양2우B	9,850	180	+1.86%	500	30	N/A	-4,925.00	N/A	2.42	N/A	
KBSTAR 미국장기국채선물인버스2X(합성 H)	5,525	35	-0.63%	0	30	N/A	N/A	N/A	N/A	N/A	
TIGER 대만TAIEX선물(H)	14,080	225	+1.62%	0	28	N/A	N/A	N/A	N/A	N/A	
셀트리온헬스케어	93,600	2,800	+3.08%	1,000	141,716	48	104.46	3.94	8.03	1,195.2	0.0005128205128205128
에이치엘비	124,300	11,400	+10.10%	500	53,742	0	-108.75	-24.69	28.62	1,770.6	0.0
셀트리온제약	112,500	20,800	+22.68%	500	40,283	24	468.75	3.13	14.37	1,535.0	0.00021333333333333333
알테오젠	254,700	13,000	+5.38%	500	35,648	0	705.54	-1.03	48.65	894.6	0.0
씨젠	116,900	0	0.00%	500	30,668	100	55.43	19.01	16.53	1,151.0	0.000855431993156544
펄어비스	205,300	800	+0.39%	500	26,853	0	13.94	31.62	3.84	9,049.6	0.0
CJ ENM	120,600	400	-0.33%	5,000	26,447	1,400	29.84	3.65	0.80	3,142.7	0.011608623548922056
에코프로비엠	119,200	700	-0.58%	500	24,989	150	75.49	12.99	6.52	3,541.5	0.0012583892617449664
케이엠더블유	59,600	1,300	+2.23%	500	23,733	N/A	24.81	67.76	10.14	971.5	
스튜디오드래곤	77,100	900	+1.18%	500	21,662	N/A	84.08	6.37	4.95	2,956.1	
제넥신	76,100	1,000	+1.33%	500	18,110	0	-33.30	-5.35	6.50	2,362.4	0.0
SK머티리얼즈	166,700	4,600	+2.84%	500	17,583	3,850	13.74	30.22	3.36	12,004.2	0.02309538092381524
헬릭스미스	64,500	1,900	+3.04%	500	17,264	0	-15.61	-64.98	8.82	1,716.7	0.0
원익IPS	34,300	1,800	+5.54%	500	16,836	N/A	32.60	9.16	2.86	2,277.3	
휴젤	386,700	17,400	+4.71%	500	16,705	N/A	49.13	6.25	2.28	49,764.1	
아이티엠반도체	71,100	1,200	+1.72%	500	16,236	0	32.07	22.69	5.76	2,228.1	0.0
메지온	185,600	5,300	+2.94%	500	16,158	N/A	-72.11	-46.43	42.33	818.1	
리노공업	99,400	2,700	+2.79%	500	15,151	1,200	25.34	18.75	5.04	3,869.6	0.012072434607645875
솔브레인	84,300	3,600	+4.46%	500	14,667	850	10.87	15.06	1.62	9,645.0	0.010083036773428233
컴투스	107,700	1,700	+1.60%	500	13,857	1,400	12.39	12.68	1.43	15,199.9	0.012999071494893221
고영	97,700	4,400	+4.72%	500	13,415	550	40.31	12.59	5.33	3,662.9	0.005629477993858751
파라다이스	14,700	200	+1.38%	500	13,369	100	66.22	1.19	1.00	1,997.1	0.006802721088435374
에스에프에이	36,450	1,050	+2.97%	500	13,089	1,056	10.77	15.90	1.41	5,270.9	0.02897119341563786
콜마비앤에이치	44,200	3,800	+9.41%	500	13,058	250	21.92	23.84	4.95	1,610.2	0.005656108597285068
NHN한국사이버결제	52,700	0	0.00%	500	12,106	230	44.32	20.20	8.85	1,222.1	0.004364326375711575
코미팜	18,850	350	+1.89%	100	12,099	0	-54.17	-25.64	16.02	1,071.2	0.0
NICE평가정보	19,000	800	+4.40%	500	11,536	230	27.30	19.30	5.18	676.4	0.012105263157894737
이오테크닉스	92,100	4,200	+4.78%	500	11,346	150	93.69	3.17	2.91	6,225.4	0.0016286644951140066
차바이오텍	20,450	200	+0.99%	500	10,735	0	21.85	13.17	2.80	1,480.0	0.0
클래시스	16,550	50	+0.30%	100	10,709	46	26.91	48.06	11.04	1,266.0	0.0027794561933534743
메디톡스	174,000	5,000	+2.96%	500	10,401	793	156.05	10.24	3.96	11,287.7	0.004557471264367816
티씨케이	88,700	5,200	+6.23%	500	10,356	900	21.39	23.15	4.60	3,676.6	0.010146561443066516
SKC코오롱PI	32,750	1,250	+3.97%	500	9,617	315	34.33	6.95	3.78	2,143.3	0.009618320610687023
에이비엘바이오	20,650	2,350	+12.84%	500	9,550	0	-20.51	-25.61	7.81	402.2	0.0
천보	93,800	0	0.00%	500	9,380	300	40.71	14.49	4.41	4,062.4	0.0031982942430703624
에이치엘비생명과학	19,900	1,400	+7.57%	500	9,367	N/A	-35.54	-2.75	3.04	1,207.4	
엘앤씨바이오	126,400	11,100	+9.63%	500	9,334	100	127.16	13.11	16.02	1,528.6	0.0007911392405063291
톱텍	24,500	1,400	+6.06%	500	9,316	100	167.81	1.09	2.44	1,874.1	0.004081632653061225
동진쎄미켐	18,100	200	+1.12%	500	9,306	90	14.24	17.78	2.42	1,228.2	0.004972375690607734
삼천당제약	42,000	450	+1.08%	500	9,284	50	108.25	6.82	5.71	1,344.5	0.0011904761904761906
동국제약	103,700	7,300	+7.57%	2,500	9,221	800	15.54	16.66	2.49	1,514.6	0.007714561234329798
SFA반도체	5,580	50	+0.90%	500	9,177	0	34.66	7.34	2.72	315.6	0.0
젬백스	23,350	650	+2.86%	500	9,168	N/A	-9.15	-88.24	9.43	437.6	
아난티	10,400	50	+0.48%	100	8,825	0	-25.49	-2.02	2.46	3,408.7	0.0
RFHIC	36,550	500	+1.39%	500	8,716	200	58.11	11.22	4.42	1,563.2	0.005471956224350205
신라젠	12,100	0	0.00%	500	8,666	N/A	-7.93	-100.14	17.41	26.6	
JYP Ent.	23,650	800	+3.50%	500	8,395	155	23.19	21.91	4.71	849.5	0.006553911205073996
서울바이오시스	21,550	200	+0.94%	500	8,237	38	55.83	3.37	4.68	777.9	0.0017633410672853829
서울반도체	14,100	200	+1.44%	500	8,221	156	33.18	5.27	1.21	2,370.6	0.011063829787234043
GS홈쇼핑	120,600	1,300	+1.09%	5,000	7,914	6,500	7.61	9.81	0.63	3,727.7	0.0538971807628524
케어젠	73,500	1,900	+2.65%	500	7,896	2,800	26.52	13.31	3.74	5,125.2	0.0380952380952381
셀리버리	95,800	8,300	+9.49%	500	7,814	0	-37.88	-62.27	27.46	510.4	0.0
덕산네오룩스	32,350	500	+1.57%	200	7,767	N/A	31.50	12.73	4.64	3,224.3	
제이앤티씨	13,350	1,050	+8.54%	500	7,723	N/A	7.89	35.27	2.37	1,028.7	
국일제지	6,080	10	+0.16%	100	7,682	0	-20.27	N/A	14.60	257.9	0.0
네패스	32,900	350	+1.08%	500	7,586	270	24.81	16.52	3.63	1,699.7	0.008206686930091186
포스코 ICT	4,885	120	+2.52%	500	7,427	50	18.16	11.13	2.05	385.6	0.01023541453428864
레고켐바이오	66,900	15,400	+29.90%	500	7,205	0	59.10	12.61	7.06	1,771.6	0.0
아프리카TV	61,400	2,500	+4.24%	500	7,058	550	22.03	32.52	5.76	2,233.1	0.008957654723127036
에스티팜	36,550	350	-0.95%	500	6,819	N/A	-39.26	-5.86	2.29	3,134.9	
지트리비앤티	26,700	1,000	+3.89%	500	6,816	0	-43.20	-24.77	9.64	397.8	0.0
하림지주	7,340	240	+3.38%	100	6,778	50	19.21	3.24	0.30	20,530.1	0.006811989100817439
오스코텍	23,100	1,250	+5.72%	500	6,745	N/A	-27.40	-45.99	15.34	206.0	
메드팩토	65,900	2,400	-3.51%	500	6,694	0	-81.36	-32.46	17.79	1,458.7	0.0
유비쿼스홀딩스	35,650	300	+0.85%	500	6,665	130	95.32	3.53	2.94	3,304.7	0.0036465638148667602
실리콘웍스	40,850	3,900	+10.55%	500	6,644	830	13.70	8.39	1.41	5,712.0	0.020318237454100368
웹젠	18,750	400	+2.18%	500	6,621	N/A	16.79	12.74	1.61	2,191.1	
KG이니시스	23,700	400	+1.72%	500	6,613	330	13.32	21.61	2.56	1,815.5	0.013924050632911392
매일유업	83,600	2,700	+3.34%	500	6,557	800	9.73	17.14	1.58	10,334.5	0.009569377990430622
엔지켐생명과학	77,800	3,300	+4.43%	500	6,375	0	-35.75	-25.41	9.11	1,722.7	0.0
에스엠	26,850	850	+3.27%	500	6,296	0	-73.56	-2.10	1.41	3,495.5	0.0
에코마케팅	38,050	50	-0.13%	100	6,164	670	19.53	32.65	5.47	6,251.1	0.017608409986859395
네이처셀	10,000	90	+0.91%	500	6,119	N/A	625.00	1.44	7.47	153.8	
나노스	4,115	40	-0.96%	100	6,116	N/A	-62.35	-49.23	14.52	160.8	
에코프로	27,150	2,750	+11.27%	500	5,997	300	28.16	9.33	2.18	2,391.8	0.011049723756906077
비에이치	18,250	800	+4.58%	500	5,995	N/A	10.21	24.22	1.86	1,881.1	
엘앤에프	24,200	600	+2.54%	500	5,992	50	-130.11	-6.66	3.87	927.9	0.002066115702479339
엠씨넥스	33,000	1,000	+3.13%	500	5,895	500	6.47	47.71	2.44	2,450.8	0.015151515151515152
안트로젠	66,700	3,300	+5.21%	500	5,853	0	-142.22	-6.51	8.89	1,617.9	0.0
유비케어	11,150	250	+2.29%	500	5,820	40	77.43	6.66	5.48	320.6	0.003587443946188341
CMG제약	4,185	110	+2.70%	500	5,813	N/A	144.31	2.15	3.20	158.2	
에스앤에스텍	29,100	1,700	+6.20%	500	5,743	50	47.78	12.00	6.08	820.8	0.001718213058419244
아미코젠	29,350	1,000	+3.53%	500	5,637	N/A	-16.54	0.07	4.92	1,289.4	
안랩	56,200	900	+1.63%	500	5,628	900	29.39	9.57	2.37	4,283.8	0.01601423487544484
와이지엔터테인먼트	30,450	850	+2.87%	500	5,543	N/A	-27.24	-6.18	1.63	3,511.3	
크리스탈	13,000	600	+4.84%	500	5,507	0	-14.46	-22.54	3.65	558.4	0.0
레몬	15,800	50	+0.32%	500	5,451	N/A	-59.62	-41.23	11.42	24.6	
위메이드	32,100	800	+2.56%	500	5,393	600	348.91	-4.03	2.20	2,976.9	0.018691588785046728
카페24	56,900	200	+0.35%	500	5,366	N/A	148.18	5.91	4.67	2,374.0	
파마리서치프로덕트	55,700	3,100	+5.89%	500	5,363	300	33.68	8.20	2.55	4,383.9	0.005385996409335727
KH바텍	22,850	2,050	+9.86%	500	5,348	0	-557.32	-6.36	2.54	1,599.3	0.0
코웰패션	6,030	180	+3.08%	500	5,337	100	10.62	22.72	2.17	445.6	0.01658374792703151
EDGC	14,650	100	-0.68%	100	5,299	0	-54.06	-23.31	13.44	1,110.7	0.0
다우데이타	13,800	50	+0.36%	500	5,285	180	12.12	13.08	0.82	2,901.8	0.013043478260869565
녹십자셀	43,000	1,150	+2.75%	500	5,208	100	-183.76	14.52	6.32	1,327.8	0.002325581395348837
유진테크	22,600	1,150	+5.36%	500	5,179	230	151.68	2.45	2.14	2,014.8	0.010176991150442478
바디텍메드	21,700	350	-1.59%	1,000	5,095	50	44.93	16.78	6.62	243.5	0.002304147465437788
SK바이오랜드	33,750	800	+2.43%	500	5,062	350	68.74	7.12	3.32	1,979.1	0.01037037037037037
녹십자랩셀	47,750	1,100	+2.36%	500	5,040	25	212.22	N/A	11.57	742.1	0.0005235602094240838
휴온스	50,900	2,300	+4.73%	500	5,029	682	13.14	21.36	2.54	4,282.4	0.013398821218074656
코엔텍	10,050	50	+0.50%	500	5,025	540	21.85	16.01	3.73	511.6	0.05373134328358209
동화기업	24,700	150	-0.60%	500	4,989	150	18.02	5.30	0.82	7,701.1	0.006072874493927126
유틸렉스	66,800	1,900	+2.93%	500	4,964	0	-26.32	-24.42	8.34	1,452.6	0.0
메가스터디교육	41,950	2,800	+7.15%	100	4,959	1,100	12.05	20.45	2.06	21,312.3	0.026221692491060787
에이스침대	44,700	200	+0.45%	1,000	4,957	1,100	11.71	9.41	0.98	4,191.0	0.024608501118568233
코오롱티슈진	8,010	0	0.00%	0	4,896	N/A	-9.95	-40.73	5.24	3,362,928.4	
서진시스템	27,000	0	0.00%	500	4,887	300	10.04	20.25	1.85	2,728.8	0.011111111111111112
네오위즈	22,250	250	+1.14%	500	4,876	N/A	20.15	7.78	1.47	3,449.6	
파트론	8,930	380	+4.44%	500	4,836	350	7.93	18.71	1.30	1,367.0	0.03919372900335946
인트론바이오	16,100	1,150	+7.69%	500	4,832	N/A	-76.30	-6.13	7.97	318.6	
테스	23,900	1,350	+5.99%	500	4,725	300	63.23	4.56	2.15	2,225.0	0.012552301255230125
테스나	68,600	1,500	+2.24%	500	4,699	200	23.25	17.50	3.28	3,974.6	0.0029154518950437317
골프존	74,500	200	-0.27%	500	4,675	2,050	27.66	8.21	2.34	6,247.0	0.027516778523489934
오이솔루션	43,700	650	+1.51%	500	4,643	400	12.06	44.43	3.43	2,484.9	0.009153318077803204
오스템임플란트	32,200	1,000	+3.21%	500	4,600	N/A	-14.88	-17.24	5.78	1,706.8	
대주전자재료	30,750	650	+2.16%	500	4,532	0	627.55	-1.11	5.47	631.8	0.0
메디포스트	28,850	650	+2.30%	500	4,506	N/A	-42.93	-11.85	3.82	1,045.5	
엔케이맥스	13,900	400	+2.96%	500	4,444	0	-34.66	-16.05	4.07	587.1	0.0
에치에프알	36,700	100	+0.27%	500	4,397	N/A	1,931.58	1.29	6.10	1,190.7	
다원시스	16,300	500	+3.16%	500	4,390	100	75.12	2.09	2.05	1,332.0	0.006134969325153374
상상인	7,730	100	+1.31%	1,000	4,277	200	3.43	26.51	0.80	848.0	0.0258732212160414
디오	27,550	250	+0.92%	500	4,277	N/A	20.95	16.97	2.78	1,824.7	
코오롱생명과학	37,250	0	0.00%	500	4,251	N/A	-7.28	-33.75	4.33	1,868.5	
대아티아이	5,960	110	+1.88%	100	4,241	20	192.26	2.32	4.49	1,207.7	0.003355704697986577
한국아트라스비엑스	46,250	550	+1.20%	1,000	4,232	400	8.65	15.60	0.46	6,847.9	0.008648648648648649
이엔에프테크놀로지	29,500	1,900	+6.88%	500	4,197	150	8.51	18.90	1.51	3,648.4	0.005084745762711864
슈피겐코리아	66,400	700	+1.07%	500	4,128	1,300	9.52	14.52	1.32	9,374.6	0.01957831325301205
수젠텍	30,200	1,250	-3.97%	500	4,111	0	-39.95	N/A	16.43	276.1	0.0
삼표시멘트	3,825	275	+7.75%	500	4,106	50	13.14	2.96	0.65	1,095.0	0.013071895424836602
바이넥스	12,800	350	+2.81%	500	4,063	N/A	46.55	5.49	2.46	880.3	
이녹스첨단소재	42,200	4,900	+13.14%	500	4,010	15	13.50	21.10	2.12	4,022.1	0.00035545023696682463
현대바이오	11,100	150	+1.37%	500	3,987	N/A	504.55	1.75	8.18	232.8	
서부T&D	6,720	90	+1.36%	500	3,907	24	-176.84	0.01	0.57	2,039.6	0.0035714285714285713
심텍	12,250	900	+7.93%	500	3,902	152	-49.40	-19.50	1.73	1,261.4	0.012408163265306122
텔콘RF제약	4,540	130	+2.95%	100	3,876	0	-7.03	-39.28	3.43	1,221.5	0.0
에스맥	1,475	10	+0.68%	200	3,852	0	-147.50	-6.43	1.42	389.6	0.0
원익QnC	14,650	600	+4.27%	500	3,851	N/A	-51.95	1.23	1.81	1,542.0	
웹케시	56,800	400	+0.71%	500	3,842	200	53.94	24.24	6.92	1,637.4	0.0035211267605633804
위닉스	21,300	300	+1.43%	500	3,807	500	20.11	29.85	2.09	1,859.5	0.023474178403755867
한국정보통신	10,150	150	+1.50%	500	3,801	N/A	17.96	12.70	1.85	1,015.1	
테라젠이텍스	11,850	350	+3.04%	500	3,796	0	8.40	40.27	2.67	720.9	0.0
뉴지랩	14,350	150	-1.03%	500	3,765	0	-56.94	-5.44	5.49	442.2	0.0
AP시스템	25,950	850	+3.39%	500	3,758	50	22.98	8.57	3.23	1,426.5	0.0019267822736030828
휴온스글로벌	32,600	1,500	+4.82%	500	3,737	405	13.99	7.20	0.97	7,185.5	0.012423312883435582
원익홀딩스	4,800	435	+9.97%	500	3,707	N/A	8.44	4.42	0.46	1,918.1	
비츠로셀	17,200	250	+1.47%	500	3,705	100	16.49	15.34	2.55	1,216.9	0.005813953488372093
클리오	21,400	200	+0.94%	500	3,670	220	64.26	2.05	2.45	1,699.0	0.010280373831775701
하나머티리얼즈	18,650	950	+5.37%	500	3,661	200	13.92	20.86	2.46	1,390.9	0.010723860589812333
에이스테크	8,880	380	+4.47%	500	3,621	0	-13.31	-11.08	4.56	359.1	0.0
피에스케이	24,400	1,700	+7.49%	500	3,603	300	18.13	N/A	1.84	2,534.1	0.012295081967213115
SNK	17,000	150	+0.89%	0	3,580	N/A	18.01	15.59	1.14	180.7	
앱클론	49,850	1,750	+3.64%	500	3,577	N/A	-74.85	9.49	11.32	834.5	
알서포트	6,700	80	+1.21%	100	3,569	20	-24.10	14.87	8.49	1,110.4	0.0029850746268656717
코리아센터	14,850	150	+1.02%	100	3,569	N/A	N/A	3.75	N/A	7,613.3	
테크윙	18,450	1,100	+6.34%	500	3,564	230	18.94	6.41	2.01	1,802.5	0.012466124661246613
다나와	27,150	750	+2.84%	500	3,550	400	14.70	23.63	3.12	1,600.4	0.014732965009208104
아이센스	25,650	1,050	+4.27%	500	3,524	200	14.25	12.35	1.72	2,912.6	0.007797270955165692
지노믹트리	17,550	700	+4.15%	500	3,508	N/A	-36.56	N/A	3.35	982.4	
한국알콜	16,200	400	-2.41%	500	3,500	100	9.88	10.23	0.98	2,862.6	0.006172839506172839
한국기업평가	76,700	800	-1.03%	5,000	3,483	8,618	16.37	20.96	4.65	375.8	0.11235984354628423
바텍	23,300	800	+3.56%	500	3,461	100	12.26	14.49	1.37	3,238.4	0.004291845493562232
마크로젠	32,600	550	+1.72%	500	3,459	0	-27.17	-3.03	2.89	2,354.6	0.0
파크시스템스	51,600	1,200	+2.38%	500	3,441	120	34.54	21.14	7.59	1,224.4	0.002325581395348837
이노와이어리스	50,900	1,250	+2.52%	500	3,429	250	17.50	17.77	3.48	2,628.2	0.004911591355599214
브이티지엠피	10,000	50	-0.50%	500	3,400	0	104.17	4.98	5.21	524.5	0.0
뷰웍스	33,900	450	+1.35%	500	3,391	400	12.85	16.03	2.03	3,242.3	0.011799410029498525
세경하이테크	29,100	1,150	+4.11%	500	3,388	250	14.47	18.64	2.45	2,249.5	0.00859106529209622
브릿지바이오테라퓨틱스	52,700	3,200	+6.46%	500	3,350	0	214.23	9.11	4.84	2,221.1	0.0
레이	50,300	800	+1.62%	500	3,347	N/A	26.36	27.58	5.62	1,604.7	
엘비세미콘	7,590	300	+4.12%	500	3,323	50	11.06	24.47	2.18	583.8	0.006587615283267457
인선이엔티	8,630	70	+0.82%	500	3,313	N/A	12.77	8.58	1.54	970.3	
동원개발	3,645	35	+0.97%	500	3,310	170	3.91	11.49	0.42	1,598.4	0.04663923182441701
KG모빌리언스	8,490	240	+2.91%	500	3,296	200	14.13	8.18	1.09	1,486.0	0.023557126030624265
하림	3,100	10	+0.32%	500	3,292	N/A	-5.73	-14.52	1.27	503.4	
디앤씨미디어	26,800	1,250	+4.89%	500	3,290	N/A	56.66	12.44	7.50	589.5	
유니테스트	15,300	850	+5.88%	500	3,234	250	12.67	17.03	1.95	1,440.8	0.016339869281045753
에스티큐브	10,700	100	+0.94%	500	3,231	0	-24.77	-35.69	10.38	47.4	0.0
세틀뱅크	34,650	650	+1.91%	500	3,211	380	23.64	15.54	2.83	2,418.5	0.010966810966810967
유진기업	4,125	145	+3.64%	500	3,189	150	16.05	2.61	0.39	1,963.7	0.03636363636363636
와이솔	11,300	250	+2.26%	500	3,183	250	11.30	10.19	0.92	2,375.3	0.022123893805309734
네오팜	38,450	1,250	+3.36%	500	3,156	750	15.61	23.33	2.86	2,539.6	0.01950585175552666
에프에스티	15,500	2,500	+19.23%	500	3,136	80	16.00	17.52	2.39	1,075.8	0.005161290322580645
원익머트리얼즈	24,450	800	+3.38%	500	3,083	150	9.93	9.55	0.98	4,773.4	0.006134969325153374
랩지노믹스	27,600	150	+0.55%	500	3,076	N/A	90.20	3.18	8.06	513.9	
씨아이에스	5,460	60	+1.11%	100	3,076	N/A	26.90	25.60	5.08	827.1	
티움바이오	13,050	750	+6.10%	500	3,063	0	-36.86	-11.70	3.38	679.7	0.0
전파기지국	5,780	310	+5.67%	500	3,055	50	144.50	2.96	3.92	211.5	0.00865051903114187
사람인에이치알	26,000	300	+1.17%	500	3,031	580	11.99	25.35	2.60	1,918.4	0.022307692307692306
한글과컴퓨터	12,400	400	+3.33%	500	3,031	N/A	12.35	8.87	1.18	1,846.6	
코미코	34,400	2,000	+6.17%	500	3,019	400	14.02	21.04	2.49	2,525.7	0.011627906976744186
아이디스	28,100	400	+1.44%	500	3,011	250	33.61	1.26	1.89	2,778.1	0.008896797153024912
에이디테크놀로지	32,450	2,150	+7.10%	500	3,008	0	36.18	15.31	5.11	1,144.5	0.0
드림어스컴퍼니	5,220	110	+2.15%	500	2,968	N/A	-6.08	-34.56	2.52	319.3	
케이아이엔엑스	60,700	1,000	+1.68%	500	2,962	500	20.20	20.10	3.36	3,381.4	0.008237232289950576
노바렉스	32,700	550	+1.71%	500	2,944	200	16.30	17.23	2.70	1,939.6	0.0061162079510703364
나이스정보통신	29,400	450	+1.55%	500	2,940	460	10.59	13.88	1.19	4,614.7	0.015646258503401362
압타바이오	26,650	1,700	+6.81%	500	2,936	0	-51.25	-13.48	3.90	1,255.8	0.0
진매트릭스	15,350	500	+3.37%	500	2,902	0	-403.95	-9.00	17.97	65.4	0.0
대한광통신	3,930	135	+3.56%	500	2,898	N/A	-25.69	-6.32	1.64	386.5	
해마로푸드서비스	2,985	110	+3.83%	100	2,890	50	13.45	18.15	3.09	760.2	0.01675041876046901
넥슨지티	8,160	90	+1.12%	500	2,886	N/A	29.89	2.78	2.55	564.6	
풍국주정	22,900	650	+2.92%	500	2,885	160	38.17	5.95	2.16	1,966.6	0.0069868995633187774
유티아이	17,750	1,400	+8.56%	500	2,861	100	113.78	8.10	4.60	693.8	0.005633802816901409
뉴트리	31,500	2,250	+7.69%	500	2,858	150	21.23	17.94	4.76	1,173.4	0.004761904761904762
이베스트투자증권	5,120	0	0.00%	5,000	2,841	345	5.02	11.23	0.50	102.1	0.0673828125
미코	9,050	250	+2.84%	500	2,834	40	34.28	8.96	2.94	646.7	0.004419889502762431
나스미디어	32,100	1,400	+4.56%	500	2,810	660	15.06	15.07	1.87	3,179.5	0.020560747663551402
쏠리드	5,380	70	+1.32%	500	2,808	N/A	22.23	4.97	2.26	359.0	
동성화인텍	10,400	410	+4.10%	500	2,806	220	18.02	19.99	2.91	606.2	0.021153846153846155
제테마	32,700	350	+1.08%	500	2,790	0	-16.00	-101.92	6.18	712.7	0.0
아이씨디	15,700	500	+3.29%	500	2,789	150	15.47	8.01	1.71	1,691.6	0.009554140127388535
에스티아이	17,500	900	+5.42%	500	2,770	250	13.24	14.59	1.59	2,131.8	0.014285714285714285
인터로조	23,700	50	-0.21%	500	2,767	306	14.82	13.89	2.06	2,327.8	0.012911392405063291
코아스템	17,550	1,150	+7.01%	500	2,758	N/A	-48.89	-8.62	4.86	630.4	
덕산테코피아	15,000	1,000	+7.14%	500	2,757	N/A	22.29	10.78	1.87	1,480.7	
남화산업	13,350	150	+1.14%	200	2,748	50	92.07	2.30	2.05	3,170.0	0.003745318352059925
바이오니아	12,050	250	+2.12%	500	2,740	0	-10.43	-22.49	30.06	85.2	0.0
올릭스	41,700	4,000	+10.61%	500	2,737	0	-18.92	-29.67	6.51	1,125.3	0.0
상아프론테크	17,650	50	+0.28%	500	2,727	160	28.29	9.47	1.85	1,790.0	0.009065155807365438
파워로직스	7,890	200	+2.60%	500	2,716	50	8.80	26.19	1.19	1,289.7	0.0063371356147021544
두올산업	3,605	60	-1.64%	200	2,714	0	-22.12	-23.79	2.70	92.1	0.0
주성엔지니어링	5,610	210	+3.89%	500	2,707	70	17.92	11.50	1.14	798.8	0.012477718360071301
펩트론	17,650	1,250	+7.62%	500	2,705	N/A	-14.07	-48.42	11.04	249.4	
