종목명	현재가	전일비	등락률	액면가	시가총액	배당금	PER	ROE	PBR	유보율	배당율
지티지웰니스	4,065	110	+2.78%	500	501	N/A	-6.09	-30.05	4.00	168.8	
지엔원에너지	1,700	85	+5.26%	100	500	0	17.35	17.41	2.11	1,076.1	0.0
케이엔더블유	8,820	220	-2.43%	500	499	N/A	-7.94	-17.21	1.45	1,118.1	
유비벨록스	7,000	290	+4.32%	500	498	N/A	7.77	8.11	0.61	2,078.1	
삼영엠텍	3,830	35	-0.91%	500	498	100	13.83	4.57	0.63	1,018.8	0.02610966057441253
슈프리마아이디	16,600	150	-0.90%	500	497	0	41.81	3.53	1.28	2,445.8	0.0
토박스코리아	1,210	40	+3.42%	100	495	N/A	-80.67	0.76	2.29	460.6	
메디앙스	4,195	0	0.00%	500	495	N/A	1.24	60.48	0.59	1,352.3	
대창솔루션	305	2	+0.66%	100	493	N/A	-7.82	-8.25	0.74	308.3	
케이에스피	1,360	20	+1.49%	500	492	N/A	29.57	7.47	2.09	13.9	
하이소닉	3,330	0	0.00%	1,000	492	N/A	-2.53	771.93	4.91	-0.9	
진바이오텍	5,710	80	+1.42%	500	492	30	62.07	1.79	1.07	792.1	0.005253940455341506
한솔인티큐브	3,540	70	+2.02%	500	491	N/A	8.94	-3.64	1.57	246.9	
대신정보통신	1,275	35	+2.82%	500	490	10	-182.14	6.40	1.95	30.3	0.00784313725490196
나노캠텍	1,905	30	-1.55%	500	490	0	-2.72	-26.27	0.77	419.4	0.0
나우IB	5,140	50	+0.98%	5,000	487	150	16.53	N/A	0.69	52.9	0.029182879377431907
한일단조	1,630	45	-2.69%	500	487	N/A	56.21	2.94	0.45	623.2	
인산가	1,835	50	+2.80%	100	486	30	11.92	11.45	1.58	1,045.9	0.01634877384196185
앤씨앤	2,320	70	+3.11%	500	486	N/A	-8.08	-15.64	1.25	307.1	
에스에이티	1,855	30	+1.64%	500	485	50	5.23	11.50	0.57	546.7	0.026954177897574125
피델릭스	1,840	60	-3.16%	500	484	N/A	-33.45	-3.72	1.34	182.8	
원풍	4,030	5	+0.12%	500	484	150	14.87	2.69	0.62	957.7	0.03722084367245657
바이오로그디바이스	1,675	15	+0.90%	100	484	N/A	9.85	11.98	0.84	1,922.3	
엑사이엔씨	1,455	10	+0.69%	500	483	N/A	39.32	-0.70	0.90	216.9	
아진엑스텍	6,900	110	+1.62%	500	479	100	17.47	5.71	1.05	1,245.4	0.014492753623188406
알톤스포츠	3,755	840	+28.82%	500	479	N/A	-4.61	-55.55	2.91	160.0	
소프트캠프	1,975	25	+1.28%	100	478	0	98.75	N/A	3.29	415.3	0.0
대주산업	1,350	10	+0.75%	500	478	30	27.00	3.51	0.93	160.7	0.022222222222222223
정다운	2,325	20	+0.87%	100	477	N/A	387.50	1.79	0.97	2,295.7	
제이엠아이	1,465	10	+0.69%	1,000	477	N/A	-7.88	-20.42	1.33	11.9	
SG&G	1,390	30	+2.21%	500	474	N/A	-1.26	0.56	0.23	1,391.8	
대모	5,660	280	+5.20%	500	471	70	24.09	4.49	1.09	939.2	0.012367491166077738
케이디켐	11,650	150	+1.30%	500	470	500	6.33	10.02	0.58	3,780.2	0.04291845493562232
이씨에스	3,820	10	-0.26%	500	470	60	17.05	4.33	1.12	1,127.6	0.015706806282722512
지란지교시큐리티	6,030	120	+2.03%	500	469	N/A	18.96	6.26	1.16	936.4	
지니언스	4,955	100	+2.06%	500	468	N/A	12.71	9.43	1.33	706.0	
백금T&A	2,990	5	+0.17%	500	467	50	62.29	4.52	1.13	448.4	0.016722408026755852
유테크	1,900	0	0.00%	500	467	0	-25.68	-14.84	2.08	80.4	0.0
상신전자	3,265	210	+6.87%	500	465	N/A	20.41	7.48	1.31	383.4	
휘닉스소재	587	5	-0.84%	500	465	N/A	-20.96	-7.12	1.48	-17.8	
인프라웨어	1,240	25	+2.06%	500	465	N/A	-6.78	-20.96	1.66	82.8	
오스템	1,785	25	+1.42%	500	464	20	-3.20	-11.97	0.40	726.2	0.011204481792717087
무림SP	2,095	65	+3.20%	500	464	35	-24.08	0.67	0.23	1,605.1	0.016706443914081145
파인디앤씨	1,750	80	+4.79%	500	461	25	-22.15	-8.43	1.39	437.0	0.014285714285714285
서울리거	1,345	40	+3.07%	500	459	0	-3.94	-14.44	0.85	269.5	0.0
애니젠	9,120	400	+4.59%	500	457	N/A	-7.39	-36.52	3.29	472.1	
코리아에셋투자증권	7,150	80	+1.13%	5,000	457	250	5.98	11.68	0.67	107.6	0.03496503496503497
현우산업	2,980	50	+1.71%	500	456	100	-90.30	3.05	0.62	902.1	0.03355704697986577
강원	2,500	0	0.00%	500	454	N/A	-1.20	-94.77	2.06	113.6	
이엘피	9,230	130	+1.43%	500	453	120	6.96	5.98	0.61	2,927.4	0.013001083423618635
뉴보텍	1,355	135	+11.07%	500	453	N/A	33.88	7.78	1.75	71.0	
한네트	3,905	130	+3.44%	500	452	100	45.94	3.20	1.33	552.1	0.02560819462227913
대한과학	6,050	0	0.00%	500	451	60	37.35	4.55	1.63	626.1	0.009917355371900827
딜리	1,535	10	+0.66%	100	451	40	21.32	3.66	0.76	1,920.2	0.026058631921824105
동신건설	5,360	50	+0.94%	500	450	N/A	61.61	0.96	0.52	1,977.5	
일지테크	3,330	260	+8.47%	500	450	N/A	-10.50	-3.54	0.37	1,723.1	
아시아종묘	4,755	40	+0.85%	500	449	0	-26.42	-24.64	2.72	219.8	0.0
TPC	3,325	175	+5.56%	500	448	15	-10.66	-14.31	1.64	209.3	0.004511278195488722
CS	2,365	5	+0.21%	500	445	N/A	-118.25	-2.34	2.08	162.1	
한국큐빅	2,710	75	+2.85%	500	443	25	8.94	5.99	0.74	601.6	0.00922509225092251
매직마이크로	720	4	+0.56%	100	443	0	-2.50	-23.47	0.84	798.9	0.0
위즈코프	1,140	50	+4.59%	500	443	N/A	-126.67	0.13	1.00	128.9	
우노앤컴퍼니	3,260	110	+3.49%	500	443	100	-90.56	-0.72	0.65	836.3	0.03067484662576687
MP한강	778	1	-0.13%	100	442	N/A	-15.25	N/A	1.35	540.6	
피앤씨테크	6,790	70	-1.02%	500	441	N/A	12.26	4.74	0.72	1,754.8	
제이에스티나	2,670	90	+3.49%	500	441	N/A	-1.26	-57.29	1.00	482.0	
플랜티넷	4,905	75	+1.55%	500	439	250	19.86	3.53	0.58	1,581.1	0.0509683995922528
시스웍	2,440	60	+2.52%	100	439	40	23.92	5.25	1.13	2,070.2	0.01639344262295082
에이앤티앤	1,385	0	0.00%	100	439	0	-14.28	-47.91	10.87	66.4	0.0
옵티시스	7,780	470	+6.43%	500	438	50	15.62	7.73	0.99	1,385.1	0.006426735218508998
동국알앤에스	2,375	25	+1.06%	1,000	437	80	16.27	2.99	0.58	308.7	0.03368421052631579
대창스틸	2,185	5	+0.23%	500	437	100	-62.43	-0.74	0.47	834.3	0.04576659038901602
에이루트	5,640	130	-2.25%	500	436	0	16.16	2.49	0.41	178.4	0.0
인베니아	1,875	10	+0.54%	500	435	N/A	49.34	2.57	0.85	319.6	
KBI메탈	1,320	25	+1.93%	500	435	N/A	6.50	7.58	0.49	469.1	
파수	4,315	245	+6.02%	500	433	0	-10.03	-20.79	2.70	267.9	0.0
이노와이즈	1,405	0	0.00%	500	433	0	-0.86	-30.95	0.94	335.1	0.0
팬스타엔터프라이즈	827	5	+0.61%	500	433	N/A	118.14	2.07	1.01	52.0	
YW	3,800	50	+1.33%	500	432	50	19.90	2.79	0.47	1,304.8	0.013157894736842105
한탑	1,935	35	+1.84%	500	431	0	-3.58	-29.20	1.15	41.7	0.0
지에스이	1,435	35	+2.50%	500	430	40	9.83	6.34	0.56	383.2	0.027874564459930314
텔레필드	4,660	20	-0.43%	500	428	0	7.56	19.28	1.50	512.7	0.0
신라섬유	1,755	30	+1.74%	100	426	N/A	195.00	1.59	2.90	495.4	
캐스텍코리아	2,570	10	-0.39%	500	426	N/A	-7.43	-4.63	0.34	1,402.3	
SGA솔루션즈	1,160	60	+5.45%	100	425	N/A	-1.69	-88.21	2.61	469.6	
국일신동	3,835	90	+2.40%	500	425	50	-85.22	-0.23	0.91	753.7	0.01303780964797914
네스엠	3,005	80	-2.59%	500	425	0	-12.52	-17.92	2.45	151.2	0.0
오리엔탈정공	931	27	+2.99%	500	424	N/A	5.93	15.92	1.17	-31.0	
중앙오션	1,310	25	-1.87%	500	422	0	-10.92	-9.76	1.74	1.8	0.0
스타플렉스	6,480	200	+3.18%	500	418	80	-4.64	-10.14	0.64	1,994.2	0.012345679012345678
나노	1,620	45	+2.86%	500	418	N/A	54.00	0.95	0.80	298.4	
이루온	1,530	30	+2.00%	500	417	N/A	43.71	1.58	1.19	170.7	
GH신소재	3,790	80	+2.16%	500	417	N/A	27.46	5.43	0.95	638.0	
경남스틸	1,665	10	+0.60%	100	416	90	9.46	5.40	0.48	3,390.7	0.05405405405405406
수산아이앤티	6,160	100	+1.65%	500	416	75	12.32	3.90	0.56	2,105.0	0.012175324675324676
맥스로텍	1,315	80	+6.48%	500	416	0	-3.53	-31.86	1.29	80.9	0.0
타이거일렉	6,580	360	+5.79%	500	415	N/A	13.35	3.77	0.92	1,282.9	
한류AI센터	801	11	+1.39%	100	414	0	-0.45	N/A	-8.34	-96.5	0.0
애니플러스	1,480	5	-0.34%	100	413	0	-26.91	-33.34	N/A	84.9	0.0
에스아이리소스	639	0	0.00%	100	413	N/A	-2.70	-68.50	3.71	105.4	
코센	411	3	-0.72%	500	412	0	-0.51	-447.99	2.18	-87.9	0.0
지엘팜텍	918	5	-0.54%	100	410	N/A	-5.16	-108.38	5.13	-37.1	
화신정공	1,125	25	+2.27%	100	409	30	10.71	4.39	0.50	2,151.6	0.02666666666666667
유니온커뮤니티	2,780	30	+1.09%	500	408	70	10.78	12.20	1.08	425.2	0.025179856115107913
리더스 기술투자	523	2	-0.38%	500	406	0	12.45	-18.80	1.15	-23.7	0.0
에이디칩스	895	35	+4.07%	500	401	0	-2.51	-46.50	1.35	36.0	0.0
신진에스엠	4,450	65	+1.48%	500	399	70	18.62	3.46	0.55	1,537.9	0.015730337078651686
한국컴퓨터	2,465	15	+0.61%	500	396	130	4.49	8.40	0.41	1,101.6	0.05273833671399594
구영테크	1,500	30	+2.04%	500	396	30	10.27	4.80	0.50	479.9	0.02
아시아경제	1,550	5	+0.32%	500	395	N/A	10.62	3.55	0.38	754.9	
기산텔레콤	2,710	110	+4.23%	500	395	N/A	6.84	10.87	1.22	403.4	
드래곤플라이	2,455	10	+0.41%	500	393	N/A	-6.84	N/A	3.18	143.2	
코썬바이오	1,225	0	0.00%	500	391	0	-0.84	-170.24	10.04	-68.7	0.0
디케이앤디	5,030	30	+0.60%	500	390	N/A	13.97	5.68	0.74	1,187.8	
씨씨에스	423	0	0.00%	500	389	0	211.50	-0.66	1.43	-40.9	0.0
우림기계	2,880	40	+1.41%	500	389	N/A	36.46	-0.76	0.43	1,205.5	
인터엠	1,845	10	-0.54%	500	388	100	-2.99	-10.69	0.70	453.4	0.05420054200542006
KD	495	0	0.00%	500	388	N/A	-4.23	-9.88	1.15	-13.1	
아이엘사이언스	1,845	20	+1.10%	100	387	0	-13.18	-37.29	3.77	479.6	0.0
신라에스지	9,590	50	+0.52%	500	384	N/A	46.55	4.79	2.46	692.7	
TJ미디어	2,745	15	+0.55%	500	382	50	11.20	1.15	0.49	1,069.7	0.018214936247723135
브리지텍	3,195	15	+0.47%	500	382	100	-25.98	-8.77	1.17	547.5	0.03129890453834116
원일특강	8,650	200	+2.37%	500	381	150	4.14	8.77	0.32	5,269.0	0.017341040462427744
아즈텍WB	1,770	80	+4.73%	500	380	N/A	12.64	5.12	0.39	796.2	
에코마이스터	2,760	65	+2.41%	500	378	0	-18.90	-59.81	1.73	97.5	0.0
에프앤리퍼블릭	494	3	+0.61%	500	377	0	-0.75	-99.99	1.16	-12.1	0.0
네오티스	3,425	50	+1.48%	500	377	250	19.68	3.13	0.87	845.5	0.072992700729927
에코플라스틱	1,465	35	+2.45%	500	376	30	-45.78	-0.75	0.33	764.7	0.020477815699658702
인화정공	4,015	125	+3.21%	500	375	N/A	-5.40	-6.16	0.29	2,814.7	
메이슨캐피탈	377	30	+8.65%	500	374	N/A	-10.47	-9.25	0.99	-23.8	
바른테크놀로지	601	10	+1.69%	100	372	0	-3.95	-38.68	1.64	273.8	0.0
프리엠스	6,190	160	+2.65%	500	371	50	-2,063.33	1.19	0.71	1,367.3	0.008077544426494346
카스	1,625	10	+0.62%	500	370	10	15.19	7.11	0.73	276.1	0.006153846153846154
새로닉스	2,970	75	+2.59%	500	369	40	-90.00	-2.43	0.44	1,131.1	0.013468013468013467
에스에스알	6,350	130	+2.09%	500	368	N/A	29.67	4.69	1.52	736.1	
알로이스	2,100	70	+3.45%	100	364	N/A	-10.94	-34.19	2.06	853.4	
유앤아이	4,680	140	+3.08%	500	363	N/A	-19.18	-4.90	0.94	929.5	
부스타	4,300	30	+0.70%	500	361	90	13.87	4.83	0.49	1,663.1	0.020930232558139535
SGA	746	11	+1.50%	1,000	361	N/A	-2.17	-48.41	1.28	-26.8	
에너토크	3,675	115	+3.23%	500	359	50	73.50	1.20	0.86	749.9	0.013605442176870748
웰크론한텍	1,790	25	+1.42%	500	358	N/A	-13.66	-2.99	0.57	585.7	
베셀	3,195	230	+7.76%	500	358	N/A	-4.44	-44.15	1.60	319.6	
삼일기업공사	2,880	60	+2.13%	500	357	100	10.83	5.69	0.61	848.8	0.034722222222222224
알에프세미	4,355	35	+0.81%	500	355	13	-7.67	-5.37	0.72	1,167.7	0.0029850746268656717
네이블	5,440	180	+3.42%	500	355	N/A	680.00	-1.54	1.50	660.9	
에코캡	2,440	5	+0.21%	100	355	N/A	-488.00	1.60	0.50	4,734.4	
케이씨피드	2,125	45	-2.07%	500	355	15	-5.77	-11.61	0.64	554.1	0.007058823529411765
데일리블록체인	672	11	+1.66%	500	355	0	-2.42	-48.27	1.75	93.9	0.0
오리엔트정공	303	4	+1.34%	500	355	N/A	-8.91	-7.55	0.71	-10.7	
ITX엠투엠	2,155	125	-5.48%	500	355	0	-7.04	N/A	3.72	28.6	0.0
동일기연	10,400	150	+1.46%	500	354	58	26.20	5.30	0.64	1,025.5	0.0055769230769230765
육일씨엔에쓰	3,775	140	+3.85%	500	353	N/A	-4.31	-19.27	1.38	563.7	
레드로버	610	0	0.00%	500	352	0	-0.30	-182.83	5.86	-45.5	0.0
서전기전	3,590	75	+2.13%	500	348	30	34.19	3.58	0.95	678.7	0.008356545961002786
와토스코리아	4,830	120	+2.55%	500	348	200	11.72	4.23	0.47	1,991.4	0.041407867494824016
크로바하이텍	1,490	0	0.00%	500	347	0	-8.56	-37.34	2.15	54.2	0.0
캐리소프트	5,130	0	0.00%	500	347	N/A	-15.09	-19.45	11.60	444.0	
이엠앤아이	1,690	0	0.00%	500	345	0	0.16	-201.97	6.48	-40.3	0.0
아이엠	816	4	+0.49%	500	345	N/A	-1.92	-50.93	1.02	41.9	
한일진공	611	4	-0.65%	100	343	0	-1.19	-25.39	0.34	1,670.6	0.0
휴맥스홀딩스	2,725	15	-0.55%	500	343	N/A	-4.87	N/A	0.20	2,715.8	
성우테크론	3,630	15	+0.41%	500	341	49	7.55	9.37	0.65	795.1	0.01349862258953168
자비스	1,675	15	+0.90%	100	340	0	-4.72	-87.25	4.12	709.6	0.0
서진오토모티브	1,740	55	+3.26%	500	340	N/A	-2.24	-16.33	0.41	843.2	
글로벌에스엠	627	7	+1.13%	0	337	N/A	31.35	2.07	0.39	185.6	
한일화학	9,600	50	+0.52%	500	337	150	23.30	1.80	0.36	5,132.4	0.015625
포메탈	2,835	10	+0.35%	500	336	60	14.46	5.00	0.75	644.0	0.021164021164021163
아이컴포넌트	4,695	35	-0.74%	500	332	N/A	74.52	-4.25	1.10	713.5	
다믈멀티미디어	3,030	15	+0.50%	500	327	N/A	-25.90	3.62	1.61	284.8	
네오오토	4,140	10	+0.24%	500	326	50	13.23	3.18	0.41	1,877.6	0.012077294685990338
성우전자	2,100	40	+1.94%	500	326	N/A	-5.15	-5.59	0.31	1,258.2	
아이톡시	4,460	0	0.00%	500	325	0	-5.54	98.30	8.11	24.5	0.0
빛샘전자	5,370	90	+1.70%	500	322	100	17.96	3.46	0.55	1,628.6	0.0186219739292365
마이크로컨텍솔	3,875	45	+1.17%	500	322	N/A	31.00	2.72	1.00	688.3	
뉴프렉스	1,520	25	+1.67%	500	322	N/A	-3.34	-17.75	0.66	283.1	
슈펙스비앤피	290	1	+0.35%	500	320	N/A	-0.83	-45.34	0.59	-10.9	
제일테크노스	3,555	30	+0.85%	500	320	90	12.09	5.58	0.39	1,391.5	0.02531645569620253
신원종합개발	3,175	65	-2.01%	5,000	320	N/A	2.55	16.55	0.35	67.0	
프럼파스트	3,280	50	+1.55%	500	319	N/A	30.94	3.34	0.83	645.0	
코스나인	1,485	15	-1.00%	500	318	N/A	-0.81	-210.68	1.93	-33.6	
파커스	2,260	0	0.00%	500	316	150	-11.96	-4.06	0.37	1,167.8	0.06637168141592921
윈하이텍	2,950	30	+1.03%	500	314	N/A	-4.52	N/A	0.57	930.9	
솔루에타	2,410	10	+0.42%	500	313	N/A	-3.66	-4.10	0.53	904.4	
삼일	1,925	50	+2.67%	1,000	312	50	9.44	5.18	0.46	308.5	0.025974025974025976
피에스엠씨	779	3	-0.38%	500	312	0	55.64	-4.47	1.55	9.5	0.0
삼보산업	814	16	+2.01%	100	310	N/A	-2.65	-28.77	1.29	455.4	
이퓨쳐	6,470	70	-1.07%	500	309	N/A	22.01	9.72	1.58	712.9	
패션플랫폼	1,150	30	+2.68%	100	306	N/A	7.37	11.69	0.75	1,473.8	
풍강	3,085	170	+5.83%	500	305	60	40.06	1.81	0.48	1,170.5	0.019448946515397084
더블유에프엠	11,750	0	0.00%	500	302	N/A	-1.45	-264.62	26.07	-35.1	
로지시스	3,220	70	+2.22%	500	301	60	-32.86	-6.13	1.97	217.8	0.018633540372670808
제이웨이	1,385	0	0.00%	500	300	0	-8.45	-26.42	2.24	211.3	0.0
멜파스	1,315	30	+2.33%	500	298	0	-2.63	N/A	0.94	188.7	0.0
THE MIDONG	2,160	65	+3.10%	500	298	N/A	-11.87	-10.74	1.00	362.5	
이디티	1,130	30	+2.73%	100	295	0	-3.66	-33.18	1.31	677.3	0.0
알티캐스트	1,390	0	0.00%	500	295	N/A	-1.65	-35.68	0.42	541.1	
오스테오닉	3,460	0	0.00%	500	293	N/A	27.03	1.74	1.02	575.6	
이미지스	3,810	40	+1.06%	500	292	N/A	-3.80	-51.59	2.60	223.7	
우리조명	1,165	65	+5.91%	500	290	N/A	36.41	1.69	0.38	-191.6	
경창산업	801	5	-0.62%	500	287	N/A	-0.40	-65.12	0.37	32.7	
듀오백	2,390	130	+5.75%	500	286	N/A	-10.77	-9.87	0.96	427.2	
엔피케이	1,525	10	+0.66%	500	286	30	-34.66	-2.05	0.71	333.9	0.019672131147540985
센트럴바이오	616	6	+0.98%	500	285	N/A	-3.03	-41.23	1.23	13.1	
한창산업	5,450	120	+2.25%	500	283	110	34.71	2.24	0.54	1,921.2	0.02018348623853211
광진윈텍	2,930	110	+3.90%	500	283	100	11.27	5.30	0.63	688.5	0.034129692832764506
오파스넷	6,950	160	+2.36%	500	280	N/A	-2.25	-49.58	1.61	792.0	
씨케이에이치	252	5	+2.02%	0	278	N/A	-0.44	-14.55	0.07	6,827.1	
제닉	3,965	15	-0.38%	500	278	N/A	-2.48	-36.20	1.02	788.0	
픽셀플러스	3,395	15	+0.44%	500	277	N/A	-10.58	-7.54	0.28	2,246.2	
와이오엠	1,860	0	0.00%	500	276	0	-1.03	-250.67	1.77	100.5	0.0
미디어젠	5,890	40	-0.67%	500	273	N/A	-41.48	-4.11	1.53	677.2	
토탈소프트	3,180	40	+1.27%	500	272	N/A	8.28	25.64	2.24	162.6	
서연탑메탈	2,335	35	+1.52%	500	272	60	-56.95	-4.46	0.41	1,078.1	0.02569593147751606
누리플랜	4,825	55	+1.15%	500	272	N/A	-7.76	-15.42	1.09	775.6	
동양에스텍	2,710	10	-0.37%	500	271	100	-12.84	3.81	0.56	951.9	0.03690036900369004
이에스브이	166	0	0.00%	100	270	0	-7.90	-8.22	0.69	113.4	0.0
일야	843	0	0.00%	500	268	0	-3.68	N/A	1.89	34.2	0.0
에스모 머티리얼즈	2,720	0	0.00%	500	266	0	-0.11	N/A	9.53	-42.9	0.0
코너스톤네트웍스	204	0	0.00%	500	265	0	-0.45	-162.33	0.71	-22.9	0.0
신화콘텍	2,595	90	+3.59%	500	263	N/A	-39.92	-3.96	0.50	892.2	
제너셈	2,990	110	+3.82%	500	262	50	12.46	16.48	1.31	242.1	0.016722408026755852
크루셜텍	398	1	+0.25%	1,000	262	0	-0.57	-70.97	0.60	-42.4	0.0
오킨스전자	3,740	45	-1.19%	500	261	0	106.86	0.92	1.01	684.0	0.0
에스티오	2,085	10	+0.48%	500	261	120	13.28	9.62	0.77	486.4	0.05755395683453238
이즈미디어	3,605	45	+1.26%	500	254	N/A	-3.99	-4.78	0.75	927.7	
비츠로시스	485	0	0.00%	500	254	0	-0.01	-158.62	0.43	-78.9	0.0
한프	480	0	0.00%	500	253	0	-0.80	-76.10	0.83	39.2	0.0
인포마크	6,930	160	-2.26%	500	253	N/A	-2.06	-63.98	3.51	510.2	
이스트아시아홀딩스	230	0	0.00%	0	251	N/A	7.93	1.81	0.12	128.4	
디지캡	3,365	10	+0.30%	500	249	70	-160.24	N/A	0.87	594.6	0.020802377414561663
에스앤씨엔진그룹	197	0	0.00%	0	244	0	2.10	4.13	0.05	321.9	0.0
한국정보공학	2,985	15	-0.50%	500	239	N/A	13.39	4.53	0.59	939.4	
대동기어	2,660	50	+1.92%	500	239	25	-41.56	-0.96	0.42	899.2	0.009398496240601503
디에스티	370	0	0.00%	100	238	N/A	-1.18	-323.28	7.54	62.9	
전진바이오팜	4,945	55	+1.12%	500	237	N/A	-17.66	-42.96	9.67	58.8	
세미콘라이트	887	3	-0.34%	500	236	0	-0.63	-81.56	0.52	233.8	0.0
에이치케이	1,240	30	+2.48%	500	229	N/A	88.57	1.71	0.47	423.8	
코이즈	1,470	20	+1.38%	500	227	N/A	21.30	-0.21	1.20	175.6	
솔고바이오	392	0	0.00%	500	226	0	-1.34	-44.62	0.68	-59.6	0.0
웹스	1,605	5	+0.31%	500	220	N/A	44.58	-0.58	0.56	469.0	
세진티에스	2,615	60	+2.35%	500	220	N/A	-10.85	-5.49	0.57	772.2	
성호전자	610	5	+0.83%	500	217	0	-3.99	-12.14	0.50	29.7	0.0
티피씨글로벌	2,075	0	0.00%	500	214	20	-5.67	-3.81	0.37	977.0	0.00963855421686747
동일철강	2,900	60	+2.11%	500	213	N/A	4.58	7.33	0.35	1,235.8	
현진소재	400	0	0.00%	500	213	0	-0.19	-282.54	-1.38	41.5	0.0
PN풍년	2,125	40	+1.92%	500	212	25	3.81	15.19	0.51	669.2	0.011764705882352941
에이프런티어	1,205	0	0.00%	500	212	N/A	-3.91	N/A	0.97	170.1	
디엠티	1,870	20	+1.08%	500	210	N/A	-3.96	-16.18	0.90	318.5	
대동금속	7,980	120	+1.53%	1,000	208	60	-42.90	0.00	0.59	695.2	0.007518796992481203
디자인	7,740	140	+1.84%	500	206	N/A	-6.44	-24.30	1.77	800.8	
영신금속	1,575	20	+1.29%	500	202	N/A	4.05	14.69	0.49	565.3	
코리아에스이	1,060	20	+1.92%	200	200	N/A	-15.59	-2.17	0.62	718.0	
형지I&C	503	1	-0.20%	500	196	N/A	-8.25	N/A	0.96	5.9	
디지아이	2,130	30	+1.43%	500	192	N/A	-6.10	-7.24	0.42	926.3	
수성	1,300	20	-1.52%	500	190	0	-2.48	-33.09	1.11	74.8	0.0
에이아이비트	181	0	0.00%	500	189	N/A	-1.21	-28.25	0.36	15.7	
포티스	108	0	0.00%	500	188	0	-0.26	-96.01	0.29	-25.9	0.0
케이피티유	3,700	170	+4.82%	500	187	N/A	112.12	-2.35	0.55	1,122.3	
광진실업	2,915	5	-0.17%	500	187	N/A	-12.15	-3.42	0.68	776.7	
하나금융11호스팩	3,425	15	-0.44%	100	185	0	228.33	0.81	1.87	1,734.4	0.0
청보산업	2,150	5	-0.23%	500	176	N/A	134.38	1.42	0.80	440.0	
엔에이치스팩14호	2,015	0	0.00%	100	174	N/A	118.53	N/A	1.04	1,842.2	
엘디티	2,570	0	0.00%	500	172	N/A	-13.18	-13.22	1.71	185.4	
샘코	2,015	0	0.00%	500	165	0	-0.46	-132.08	3.80	101.9	0.0
글로스퍼랩스	221	1	-0.45%	500	163	0	-4.33	-18.24	0.78	-37.9	0.0
한국정밀기계	1,880	15	+0.80%	500	158	N/A	-5.30	-2.15	0.29	1,264.4	
디젠스	481	3	-0.62%	500	157	N/A	-6.33	-14.22	0.80	19.9	
케이비제18호스팩	2,005	0	0.00%	100	157	N/A	200.50	N/A	1.03	1,851.5	
엔에이치스팩12호	2,060	10	-0.48%	100	155	0	103.00	1.04	1.09	1,794.3	0.0
삼성스팩2호	2,020	0	0.00%	100	153	N/A	91.82	1.17	1.08	1,772.3	
에스앤더블류	2,025	5	+0.25%	500	146	N/A	-4.01	-6.79	0.39	982.0	
스카이문스테크놀로지	829	0	0.00%	500	142	N/A	-0.85	-47.47	0.91	137.4	
유안타제6호스팩	2,005	5	+0.25%	100	137	N/A	-69.14	N/A	1.03	1,837.8	
세동	634	1	-0.16%	500	136	N/A	-1.74	-11.05	0.87	-1.2	
이에스에이	295	0	0.00%	500	135	0	-0.38	-69.15	0.38	52.6	0.0
파티게임즈	536	0	0.00%	500	131	N/A	-3.80	2.76	0.37	774.3	
엔에이치스팩15호	2,000	0	0.00%	100	131	0	-76.92	N/A	1.04	1,814.3	0.0
미래에셋대우스팩3호	2,015	0	0.00%	100	131	N/A	403.00	N/A	1.04	1,842.6	
케이비제20호스팩	2,000	5	+0.25%	100	130	N/A	-13.33	N/A	1.70	1,073.4	
미래SCI	279	0	0.00%	500	125	N/A	-0.50	-102.20	0.78	-18.2	
유아이디	1,055	0	0.00%	500	125	N/A	-0.94	N/A	0.75	218.7	
한화에스비아이스팩	2,850	15	-0.52%	100	124	N/A	259.09	N/A	1.54	1,755.4	
신한제4호스팩	2,055	0	0.00%	100	124	0	102.75	1.11	1.11	1,754.0	0.0
유안타제5호스팩	2,005	0	0.00%	100	119	N/A	-250.62	N/A	1.04	1,829.2	
SK6호스팩	2,005	0	0.00%	100	114	N/A	-4.19	N/A	1.02	1,856.2	
케이비17호스팩	2,065	15	+0.73%	100	113	N/A	158.85	N/A	1.08	1,812.5	
대신밸런스제8호스팩	2,000	0	0.00%	100	112	N/A	-28.99	N/A	1.06	1,792.8	
한국코퍼레이션	282	0	0.00%	500	109	N/A	-1.07	-25.48	0.29	96.9	
아리온	275	0	0.00%	500	107	0	-1.32	-34.27	0.53	4.7	0.0
팍스넷	862	0	0.00%	500	106	0	-0.32	-108.24	0.75	180.1	0.0
한국제7호스팩	2,075	10	+0.48%	100	105	N/A	138.33	0.82	1.12	1,745.9	
대신밸런스제7호스팩	2,015	10	+0.50%	100	105	N/A	-62.97	N/A	1.01	1,887.8	
SK4호스팩	2,030	0	0.00%	100	105	N/A	112.78	1.00	1.14	1,684.6	
대신밸런스제6호스팩	2,035	5	-0.25%	100	102	N/A	-290.71	-0.35	1.06	1,812.1	
하이제5호스팩	2,010	0	0.00%	100	101	N/A	-54.32	N/A	1.09	1,739.5	
신한제6호스팩	2,005	5	-0.25%	100	100	N/A	-16.85	N/A	1.10	1,716.3	
감마누	408	0	0.00%	500	100	N/A	-6.80	4.18	0.38	129.9	
IBKS제11호스팩	2,055	0	0.00%	100	98	0	-70.86	N/A	1.06	1,833.2	0.0
